Temperature,Pressure,Data
83.9583,291.683,622.472
83.9583,298.973,617.876
83.9583,306.263,613.27
83.9583,313.552,608.656
83.9583,320.842,604.036
83.9583,328.131,599.412
83.9583,335.421,594.784
83.9583,342.71,632.713
83.9583,350.0,627.04
86.25,0.1,691.052
86.25,1.01325,687.846
86.25,7.38958,684.612
86.25,14.6792,681.348
86.25,21.9688,678.056
86.25,29.2583,674.736
86.25,36.5479,671.387
86.25,43.8375,668.01
86.25,51.1271,664.606
86.25,58.4167,661.173
86.25,65.7063,657.712
86.25,72.9958,654.224
86.25,80.2854,653.686
86.25,87.575,650.709
86.25,94.8646,647.167
86.25,102.154,643.598
86.25,109.444,640.003
86.25,116.733,636.382
86.25,124.023,632.735
86.25,131.313,629.064
86.25,138.602,716.84
86.25,145.892,712.766
86.25,153.181,708.663
86.25,160.471,704.532
86.25,167.76,700.372
86.25,175.05,696.185
86.25,182.34,691.971
86.25,189.629,687.73
86.25,196.919,683.464
86.25,204.208,679.174
86.25,211.498,674.86
86.25,218.788,670.522
86.25,226.077,666.162
86.25,233.367,661.782
86.25,240.656,657.381
86.25,247.946,652.961
86.25,255.235,648.523
86.25,262.525,644.068
86.25,269.815,639.597
86.25,277.104,635.112
86.25,284.394,630.614
86.25,291.683,626.104
86.25,298.973,621.583
86.25,306.263,617.054
86.25,313.552,612.517
86.25,320.842,607.974
86.25,328.131,603.426
86.25,335.421,598.876
86.25,342.71,637.895
86.25,350.0,632.317
88.5417,0.1,692.342
88.5417,1.01325,689.171
88.5417,7.38958,685.972
88.5417,14.6792,682.746
88.5417,21.9688,679.492
88.5417,29.2583,676.21
88.5417,36.5479,672.901
88.5417,43.8375,669.564
88.5417,51.1271,666.2
88.5417,58.4167,662.81
88.5417,65.7063,659.392
88.5417,72.9958,655.948
88.5417,80.2854,655.417
88.5417,87.575,652.478
88.5417,94.8646,648.981
88.5417,102.154,645.459
88.5417,109.444,641.912
88.5417,116.733,638.34
88.5417,124.023,634.743
88.5417,131.313,631.122
88.5417,138.602,719.009
88.5417,145.892,714.99
88.5417,153.181,710.944
88.5417,160.471,706.869
88.5417,167.76,702.768
88.5417,175.05,698.64
88.5417,182.34,694.486
88.5417,189.629,690.307
88.5417,196.919,686.103
88.5417,204.208,681.876
88.5417,211.498,677.626
88.5417,218.788,673.353
88.5417,226.077,669.06
88.5417,233.367,664.746
88.5417,240.656,660.413
88.5417,247.946,656.061
88.5417,255.235,651.693
88.5417,262.525,647.308
88.5417,269.815,642.908
88.5417,277.104,638.494
88.5417,284.394,634.068
88.5417,291.683,629.63
88.5417,298.973,625.182
88.5417,306.263,620.726
88.5417,313.552,616.262
88.5417,320.842,611.793
88.5417,328.131,607.319
88.5417,335.421,602.842
88.5417,342.71,642.912
88.5417,350.0,637.423
90.8333,0.1,693.609
90.8333,1.01325,690.473
90.8333,7.38958,687.309
90.8333,14.6792,684.118
90.8333,21.9688,680.901
90.8333,29.2583,677.656
90.8333,36.5479,674.385
90.8333,43.8375,671.088
90.8333,51.1271,667.764
90.8333,58.4167,664.414
90.8333,65.7063,661.039
90.8333,72.9958,657.637
90.8333,80.2854,657.113
90.8333,87.575,654.21
90.8333,94.8646,650.758
90.8333,102.154,647.281
90.8333,109.444,643.78
90.8333,116.733,640.255
90.8333,124.023,636.706
90.8333,131.313,633.134
90.8333,138.602,721.132
90.8333,145.892,717.166
90.8333,153.181,713.173
90.8333,160.471,709.154
90.8333,167.76,705.109
90.8333,175.05,701.038
90.8333,182.34,696.942
90.8333,189.629,692.822
90.8333,196.919,688.679
90.8333,204.208,684.512
90.8333,211.498,680.324
90.8333,218.788,676.114
90.8333,226.077,671.884
90.8333,233.367,667.634
90.8333,240.656,663.366
90.8333,247.946,659.081
90.8333,255.235,654.778
90.8333,262.525,650.461
90.8333,269.815,646.128
90.8333,277.104,641.783
90.8333,284.394,637.425
90.8333,291.683,633.057
90.8333,298.973,628.679
90.8333,306.263,624.293
90.8333,313.552,619.899
90.8333,320.842,615.5
90.8333,328.131,611.097
90.8333,335.421,606.691
90.8333,342.71,647.772
90.8333,350.0,642.369
93.125,0.1,694.856
93.125,1.01325,691.752
93.125,7.38958,688.623
93.125,14.6792,685.467
93.125,21.9688,682.285
93.125,29.2583,679.077
93.125,36.5479,675.843
93.125,43.8375,672.583
93.125,51.1271,669.298
93.125,58.4167,665.988
93.125,65.7063,662.653
93.125,72.9958,659.293
93.125,80.2854,658.775
93.125,87.575,655.908
93.125,94.8646,652.499
93.125,102.154,649.066
93.125,109.444,645.609
93.125,116.733,642.129
93.125,124.023,638.626
93.125,131.313,635.101
93.125,138.602,723.21
93.125,145.892,719.296
93.125,153.181,715.355
93.125,160.471,711.389
93.125,167.76,707.398
93.125,175.05,703.382
93.125,182.34,699.342
93.125,189.629,695.279
93.125,196.919,691.193
93.125,204.208,687.086
93.125,211.498,682.957
93.125,218.788,678.807
93.125,226.077,674.638
93.125,233.367,670.45
93.125,240.656,666.245
93.125,247.946,662.022
93.125,255.235,657.784
93.125,262.525,653.531
93.125,269.815,649.263
93.125,277.104,644.984
93.125,284.394,640.692
93.125,291.683,636.39
93.125,298.973,632.079
93.125,306.263,627.76
93.125,313.552,623.434
93.125,320.842,619.102
93.125,328.131,614.766
93.125,335.421,610.428
93.125,342.71,652.485
93.125,350.0,647.165
95.4167,0.1,696.081
95.4167,1.01325,693.01
95.4167,7.38958,689.914
95.4167,14.6792,686.792
95.4167,21.9688,683.644
95.4167,29.2583,680.472
95.4167,36.5479,677.274
95.4167,43.8375,674.052
95.4167,51.1271,670.804
95.4167,58.4167,667.532
95.4167,65.7063,664.236
95.4167,72.9958,660.916
95.4167,80.2854,660.404
95.4167,87.575,657.572
95.4167,94.8646,654.204
95.4167,102.154,650.813
95.4167,109.444,647.4
95.4167,116.733,643.964
95.4167,124.023,640.506
95.4167,131.313,637.026
95.4167,138.602,725.245
95.4167,145.892,721.381
95.4167,153.181,717.491
95.4167,160.471,713.576
95.4167,167.76,709.637
95.4167,175.05,705.675
95.4167,182.34,701.689
95.4167,189.629,697.68
95.4167,196.919,693.65
95.4167,204.208,689.599
95.4167,211.498,685.527
95.4167,218.788,681.436
95.4167,226.077,677.326
95.4167,233.367,673.197
95.4167,240.656,669.052
95.4167,247.946,664.89
95.4167,255.235,660.713
95.4167,262.525,656.522
95.4167,269.815,652.317
95.4167,277.104,648.1
95.4167,284.394,643.872
95.4167,291.683,639.634
95.4167,298.973,635.387
95.4167,306.263,631.132
95.4167,313.552,626.871
95.4167,320.842,622.604
95.4167,328.131,618.333
95.4167,335.421,614.06
95.4167,342.71,657.06
95.4167,350.0,651.819
97.7083,0.1,697.287
97.7083,1.01325,694.248
97.7083,7.38958,691.184
97.7083,14.6792,688.094
97.7083,21.9688,684.981
97.7083,29.2583,681.842
97.7083,36.5479,678.68
97.7083,43.8375,675.493
97.7083,51.1271,672.282
97.7083,58.4167,669.048
97.7083,65.7063,665.789
97.7083,72.9958,662.508
97.7083,80.2854,662.002
97.7083,87.575,659.203
97.7083,94.8646,655.876
97.7083,102.154,652.526
97.7083,109.444,649.155
97.7083,116.733,645.761
97.7083,124.023,642.346
97.7083,131.313,638.911
97.7083,138.602,727.239
97.7083,145.892,723.423
97.7083,153.181,719.582
97.7083,160.471,715.717
97.7083,167.76,711.829
97.7083,175.05,707.917
97.7083,182.34,703.984
97.7083,189.629,700.028
97.7083,196.919,696.052
97.7083,204.208,692.055
97.7083,211.498,688.039
97.7083,218.788,684.003
97.7083,226.077,679.95
97.7083,233.367,675.879
97.7083,240.656,671.791
97.7083,247.946,667.688
97.7083,255.235,663.57
97.7083,262.525,659.438
97.7083,269.815,655.294
97.7083,277.104,651.137
97.7083,284.394,646.97
97.7083,291.683,642.794
97.7083,298.973,638.608
97.7083,306.263,634.415
97.7083,313.552,630.216
97.7083,320.842,626.012
97.7083,328.131,621.803
97.7083,335.421,617.592
97.7083,342.71,661.503
97.7083,350.0,656.338
100.0,0.1,698.474
100.0,1.01325,695.465
100.0,7.38958,692.432
100.0,14.6792,689.375
100.0,21.9688,686.294
100.0,29.2583,683.189
100.0,36.5479,680.061
100.0,43.8375,676.909
100.0,51.1271,673.734
100.0,58.4167,670.535
100.0,65.7063,667.314
100.0,72.9958,664.07
100.0,80.2854,663.57
100.0,87.575,660.804
100.0,94.8646,657.516
100.0,102.154,654.206
100.0,109.444,650.874
100.0,116.733,647.522
100.0,124.023,644.149
100.0,131.313,640.756
100.0,138.602,729.194
100.0,145.892,725.424
100.0,153.181,721.631
100.0,160.471,717.814
100.0,167.76,713.974
100.0,175.05,710.113
100.0,182.34,706.23
100.0,189.629,702.325
100.0,196.919,698.401
100.0,204.208,694.457
100.0,211.498,690.493
100.0,218.788,686.512
100.0,226.077,682.513
100.0,233.367,678.497
100.0,240.656,674.465
100.0,247.946,670.419
100.0,255.235,666.358
100.0,262.525,662.283
100.0,269.815,658.197
100.0,277.104,654.099
100.0,284.394,649.99
100.0,291.683,645.873
100.0,298.973,641.747
100.0,306.263,637.613
100.0,313.552,633.474
100.0,320.842,629.329
100.0,328.131,625.181
100.0,335.421,621.03
100.0,342.71,665.823
100.0,350.0,660.731
